District,Year,Season,Crop,Land Area (ha),Rainfall (mm),Temperature (°C),Humidity (%),Irrigation (%),Fertilizer Usage (kg/ha),Yield (t/ha)
Anantapur,2023,Rabi,Chili,4906.19,548.33,33.94,66.62,59.81,107.68,0.49
Srikakulam,2023,Rabi,Tobacco,8870.19,1075.82,30.14,78.6,97.84,142.81,4.26
West Godavari,2020,Rabi,Cotton,9294.82,1514.21,32.05,51.42,81.32,141.22,4.33
Kurnool,2024,Rabi,Groundnut,557.58,1021.49,32.08,78.8,55.89,152.04,0.67
Chittoor,2021,Rabi,Pulses,987.62,433.34,28.86,87.49,58.75,88.49,1.06
Visakhapatnam,2024,Rabi,Tobacco,5053.96,1491.31,27.17,74.47,59.25,103.5,1.67
Visakhapatnam,2022,Rabi,Pulses,2159.8,1389.97,34.75,84.62,72.01,124.36,1.71
Guntur,2024,Kharif,Chili,3644.83,970.56,35.06,76.32,71.37,148.45,3.05
Guntur,2021,Kharif,Chili,705.12,1471.88,27.88,62.64,54.06,164.49,2.52
Kurnool,2023,Rabi,Cotton,8427.77,892.99,27.51,89.09,64.61,84.31,2.18
Kadapa,2020,Rabi,Chili,4993.09,923.13,36.23,58.29,38.61,163.13,0.54
Anantapur,2022,Kharif,Tobacco,8754.04,723.99,35.65,50.32,91.55,153.14,1.42
Nellore,2024,Rabi,Chili,1346.52,1047.71,29.57,68.21,92.16,186.18,4.0
East Godavari,2021,Kharif,Cotton,9321.64,1790.02,29.5,62.67,33.95,149.11,2.22
Krishna,2023,Kharif,Groundnut,4175.83,1005.58,30.0,69.17,90.56,154.45,5.92
Nellore,2020,Rabi,Pulses,8922.78,635.24,26.77,88.07,52.48,130.86,1.93
Kurnool,2021,Rabi,Groundnut,8153.5,639.74,33.79,74.15,32.6,111.01,0.42
Vizianagaram,2024,Kharif,Rice,8621.67,1405.76,34.93,80.73,73.15,188.29,1.77
Kurnool,2023,Rabi,Chili,3963.56,1001.1,33.33,50.84,73.17,118.78,0.87
Vizianagaram,2024,Kharif,Cotton,6828.73,1085.02,30.91,56.63,86.47,187.29,3.09
Prakasam,2024,Kharif,Tobacco,7966.26,547.06,30.63,69.44,51.01,197.78,0.85
Krishna,2024,Kharif,Groundnut,8440.67,1111.98,30.85,73.46,54.79,178.58,2.18
Vizianagaram,2020,Kharif,Groundnut,3882.5,787.77,33.88,68.16,60.56,100.88,1.57
Nellore,2020,Kharif,Maize,3647.29,1293.51,26.13,73.31,54.18,144.52,1.72
Chittoor,2024,Rabi,Maize,4116.16,990.18,31.06,58.75,79.38,142.58,2.81
Nellore,2020,Rabi,Chili,9394.81,1038.44,35.14,86.37,67.89,154.68,2.44
Krishna,2020,Rabi,Maize,3842.38,1295.91,33.71,80.16,87.46,171.29,4.02
Guntur,2021,Kharif,Sugarcane,7455.56,1029.16,34.87,66.89,77.88,92.87,2.63
West Godavari,2024,Rabi,Sugarcane,7193.52,1033.57,24.87,78.79,35.65,84.25,1.84
Kadapa,2022,Rabi,Rice,9595.88,483.4,31.1,57.22,84.92,89.21,1.77
Nellore,2021,Kharif,Pulses,7788.66,1059.99,32.32,60.58,35.54,145.1,1.34
West Godavari,2024,Rabi,Tobacco,8962.08,1544.75,29.47,78.79,75.5,85.57,2.94
Nellore,2021,Kharif,Maize,3065.0,865.04,33.36,78.06,67.11,160.81,2.44
Chittoor,2023,Rabi,Tobacco,5636.16,839.6,30.28,85.34,58.66,83.64,1.06
Visakhapatnam,2020,Kharif,Maize,6248.97,984.61,33.18,85.98,91.16,135.94,3.73
Kurnool,2021,Kharif,Rice,3783.23,946.04,30.52,87.21,54.06,163.27,0.68
Krishna,2021,Rabi,Maize,7273.7,1121.17,30.97,50.33,67.05,167.63,2.81
Anantapur,2021,Kharif,Cotton,9595.9,608.93,32.57,77.56,84.45,161.55,1.43
Kurnool,2023,Kharif,Tobacco,7532.09,989.53,37.13,87.97,46.37,187.84,0.57
Srikakulam,2021,Rabi,Pulses,9434.14,1320.52,27.29,81.04,79.47,123.71,3.85
East Godavari,2021,Kharif,Tobacco,5719.54,1410.02,30.35,85.94,32.27,181.75,1.21
Krishna,2023,Kharif,Rice,9462.08,1592.5,32.82,62.03,86.04,110.67,6.11
Visakhapatnam,2020,Rabi,Tobacco,646.02,815.92,25.47,53.49,76.63,162.09,2.58
Vizianagaram,2023,Kharif,Maize,4839.99,1485.74,32.02,61.9,41.46,154.5,1.88
Krishna,2022,Kharif,Rice,9047.67,1057.27,28.02,60.26,37.91,91.12,1.72
Nellore,2024,Rabi,Rice,8433.65,1042.04,28.31,50.43,57.18,113.09,1.4
Vizianagaram,2024,Rabi,Chili,1030.26,1429.69,24.24,89.69,82.36,161.09,3.71
West Godavari,2023,Kharif,Groundnut,5538.33,1799.85,29.61,67.48,47.63,198.4,2.15
Prakasam,2023,Rabi,Pulses,3714.25,917.05,30.39,54.13,67.24,167.31,0.91
Krishna,2024,Kharif,Sugarcane,5301.23,1358.79,26.97,66.83,93.01,162.66,3.55
Kurnool,2020,Kharif,Rice,4479.03,978.67,34.11,74.56,84.88,185.16,2.51
Krishna,2024,Rabi,Cotton,8294.22,1401.52,29.57,87.95,76.28,80.3,4.53
West Godavari,2020,Kharif,Maize,2974.82,1728.74,32.24,56.83,42.02,142.57,2.47
Vizianagaram,2022,Kharif,Groundnut,3774.3,1086.2,31.96,52.29,36.62,155.66,1.14
East Godavari,2020,Kharif,Sugarcane,597.23,1929.23,24.2,53.16,77.4,181.47,4.35
Krishna,2024,Rabi,Pulses,4388.91,1295.21,33.76,61.94,67.15,176.63,2.61
Kurnool,2020,Kharif,Maize,3348.46,712.77,34.6,72.02,79.94,196.61,1.12
Nellore,2023,Rabi,Chili,5459.49,1136.13,33.88,70.66,80.71,152.14,2.56
Prakasam,2021,Rabi,Cotton,9559.12,525.6,31.16,61.35,45.57,171.93,0.69
Kadapa,2024,Kharif,Tobacco,6685.34,620.7,33.73,73.86,69.03,194.21,0.86
East Godavari,2022,Kharif,Rice,8494.55,1408.64,29.31,69.89,69.12,190.98,4.52
West Godavari,2023,Rabi,Groundnut,8752.65,1356.59,30.89,64.69,45.01,126.92,1.88
Krishna,2020,Kharif,Chili,9461.23,1557.17,28.34,75.31,87.41,153.92,5.57
West Godavari,2021,Kharif,Tobacco,6510.81,1419.61,32.71,63.87,41.52,80.91,1.54
West Godavari,2022,Kharif,Pulses,7424.62,1507.51,24.78,59.94,67.53,181.78,2.68
Vizianagaram,2024,Kharif,Rice,9759.63,1111.34,30.05,79.28,43.33,150.63,1.1
Nellore,2024,Rabi,Maize,7761.87,723.08,28.82,75.5,95.43,132.11,4.0
Chittoor,2022,Rabi,Cotton,9621.94,965.76,34.69,51.47,73.85,142.46,0.93
Nellore,2020,Kharif,Sugarcane,2137.26,1184.63,26.1,79.53,95.17,116.73,4.08
Srikakulam,2022,Rabi,Chili,6731.04,1520.78,29.39,63.75,68.9,170.54,3.44
Chittoor,2023,Rabi,Maize,2462.28,442.39,35.61,56.46,86.75,109.71,2.71
Krishna,2024,Kharif,Maize,8751.4,1311.12,30.83,80.82,79.82,166.09,4.74
West Godavari,2023,Kharif,Groundnut,2710.54,1172.91,33.63,88.16,75.26,188.15,2.73
Nellore,2024,Kharif,Chili,4294.86,1166.06,30.49,62.47,36.91,175.97,1.11
Chittoor,2024,Rabi,Pulses,891.03,984.97,34.11,81.6,65.69,104.16,1.45
West Godavari,2024,Kharif,Cotton,6875.47,1635.97,28.02,85.77,65.9,125.19,2.94
Vizianagaram,2021,Rabi,Maize,8224.96,1057.73,26.63,86.92,90.51,171.31,4.01
Nellore,2023,Kharif,Rice,7671.17,1125.61,30.09,85.42,75.5,110.59,2.46
Anantapur,2021,Rabi,Sugarcane,2683.94,310.68,28.48,80.56,88.63,167.52,1.04
Guntur,2020,Kharif,Rice,6633.92,954.21,30.58,79.44,47.6,122.02,1.29
Nellore,2020,Kharif,Rice,1569.01,1038.06,33.64,64.03,37.1,191.98,1.07
Visakhapatnam,2022,Rabi,Sugarcane,7670.3,829.15,34.85,55.73,81.32,142.15,2.32
Krishna,2022,Kharif,Rice,888.25,936.74,32.5,61.51,81.96,131.97,2.81
Kurnool,2020,Rabi,Maize,7785.27,600.02,35.08,68.55,38.01,138.23,0.98
Guntur,2020,Rabi,Pulses,6282.39,1094.91,27.65,81.28,60.86,90.67,1.65
Kadapa,2021,Rabi,Sugarcane,1425.11,797.74,32.99,80.71,44.11,180.42,0.97
Kadapa,2021,Kharif,Tobacco,1371.84,556.9,31.8,60.27,88.81,141.31,2.12
Visakhapatnam,2023,Rabi,Pulses,1248.23,1406.35,27.09,65.97,97.26,140.63,3.5
Anantapur,2022,Rabi,Rice,1235.93,460.19,28.47,55.04,70.73,166.94,1.52
Srikakulam,2021,Kharif,Tobacco,5106.63,1577.29,26.81,70.31,95.79,131.19,3.6
Chittoor,2023,Kharif,Cotton,6776.89,792.41,31.52,56.31,90.82,82.85,1.33
Srikakulam,2022,Kharif,Sugarcane,4018.64,1200.36,27.06,55.13,32.69,128.04,1.84
Srikakulam,2023,Rabi,Tobacco,9679.68,1363.13,32.17,87.53,71.04,129.33,3.83
Nellore,2021,Rabi,Rice,7224.6,946.36,30.11,59.73,40.98,180.0,1.75
Guntur,2021,Kharif,Chili,7994.98,1225.2,34.71,59.41,96.37,84.8,2.71
Krishna,2022,Rabi,Maize,4797.2,1405.84,26.99,73.98,48.76,185.98,2.45
Prakasam,2022,Kharif,Maize,8045.15,673.59,28.27,61.12,56.23,174.92,1.02
Guntur,2020,Kharif,Tobacco,7936.06,1253.46,26.94,82.67,85.25,160.92,2.82
East Godavari,2023,Rabi,Sugarcane,6437.69,1068.58,30.23,63.93,89.75,121.56,4.64
Chittoor,2020,Kharif,Sugarcane,8761.7,518.96,32.77,83.38,94.36,87.05,1.22
Visakhapatnam,2021,Kharif,Tobacco,8629.46,1152.68,30.26,80.52,70.94,185.36,3.11
Visakhapatnam,2020,Kharif,Sugarcane,6010.86,1350.6,30.99,83.53,34.69,143.37,1.35
Kadapa,2024,Rabi,Pulses,5842.02,831.54,32.35,68.03,68.69,180.01,0.9
Srikakulam,2022,Kharif,Cotton,5932.19,1591.22,29.95,54.81,55.97,121.83,2.14
Kurnool,2022,Rabi,Tobacco,1544.87,549.07,32.72,77.59,44.32,91.59,1.04
Guntur,2023,Kharif,Rice,7860.36,911.28,32.8,84.18,59.75,165.54,1.82
Chittoor,2021,Kharif,Pulses,9989.14,653.39,36.07,72.31,36.34,111.56,0.49
Anantapur,2020,Kharif,Groundnut,3443.75,558.6,36.33,56.24,82.47,81.48,0.52
Anantapur,2023,Kharif,Groundnut,9498.0,320.87,30.95,59.47,81.86,104.82,0.82
East Godavari,2020,Rabi,Sugarcane,4291.43,1016.86,30.02,64.89,84.56,159.6,4.48
East Godavari,2021,Kharif,Sugarcane,5297.86,1394.74,26.99,79.37,70.3,112.76,4.76
Nellore,2021,Rabi,Cotton,3519.05,976.4,33.4,59.06,64.69,155.02,2.79
Prakasam,2021,Rabi,Maize,3630.8,886.19,31.71,74.47,85.49,103.45,1.88
Kurnool,2020,Kharif,Sugarcane,7358.91,937.32,37.24,60.33,50.57,186.6,0.89
Chittoor,2023,Rabi,Sugarcane,4471.7,713.52,27.68,56.5,99.54,177.61,3.03
Kadapa,2024,Rabi,Cotton,592.73,957.72,34.26,87.71,42.03,129.75,0.73
Anantapur,2024,Kharif,Pulses,719.77,534.67,38.23,88.48,92.4,162.25,0.71
East Godavari,2022,Kharif,Cotton,8939.58,1049.0,28.5,79.6,87.43,150.0,5.04
Prakasam,2023,Kharif,Chili,9513.46,701.17,32.58,68.02,74.91,94.16,1.72
Guntur,2024,Kharif,Rice,3527.72,805.82,26.14,50.81,65.11,164.18,2.15
Anantapur,2024,Kharif,Groundnut,1659.03,421.31,35.2,78.92,69.62,85.39,0.43
Srikakulam,2021,Kharif,Cotton,6646.28,1688.7,28.6,74.75,34.76,156.84,1.46
Nellore,2020,Rabi,Cotton,3456.33,603.45,33.2,68.68,72.22,105.9,1.77
Nellore,2023,Rabi,Maize,5624.87,625.66,29.7,79.38,70.93,176.6,1.87
Srikakulam,2022,Rabi,Cotton,4881.28,1574.46,32.49,60.46,85.85,84.5,3.89
Nellore,2022,Kharif,Pulses,848.8,1185.34,30.25,80.28,93.2,188.55,2.72
Vizianagaram,2024,Kharif,Rice,7499.18,1053.48,31.15,54.19,59.67,152.72,2.37
Nellore,2023,Kharif,Tobacco,2648.93,734.79,27.73,67.05,54.34,180.1,1.95
Krishna,2023,Rabi,Tobacco,7990.3,926.27,33.37,63.27,84.36,94.55,5.59
Kadapa,2024,Rabi,Chili,7768.13,538.36,33.04,54.78,54.67,182.17,0.82
Kadapa,2022,Kharif,Sugarcane,3393.4,773.8,32.81,75.98,87.37,195.1,1.29
Krishna,2021,Kharif,Tobacco,4520.35,1312.75,29.59,73.71,63.75,175.97,3.9
Krishna,2021,Kharif,Chili,8380.7,1592.68,33.71,55.56,94.24,86.35,4.24
Kadapa,2022,Rabi,Pulses,5696.04,795.86,35.88,82.44,46.22,144.73,1.26
Guntur,2022,Kharif,Tobacco,8433.44,1440.34,32.9,50.76,65.12,142.79,2.11
Srikakulam,2021,Rabi,Chili,8244.99,1620.61,26.63,58.46,67.8,126.92,3.14
Nellore,2020,Kharif,Sugarcane,8607.63,671.63,33.37,67.83,65.56,161.76,1.55
Anantapur,2020,Kharif,Pulses,1058.01,793.7,37.58,77.6,30.6,118.76,0.46
West Godavari,2022,Kharif,Groundnut,9342.54,1410.48,27.54,58.88,63.23,86.4,2.84
Nellore,2024,Rabi,Tobacco,9049.87,623.28,34.11,76.6,51.73,168.43,2.22
Visakhapatnam,2022,Kharif,Rice,1058.63,1315.88,33.46,56.88,91.85,195.14,4.01
Srikakulam,2022,Kharif,Tobacco,3526.97,970.55,24.15,80.41,44.05,113.52,2.19
Nellore,2024,Rabi,Pulses,1542.02,1189.39,29.27,83.03,41.91,91.0,1.18
Nellore,2023,Kharif,Rice,2776.94,654.92,28.62,50.81,62.73,184.78,2.2
Guntur,2020,Kharif,Cotton,3715.58,1142.24,34.15,87.91,80.84,97.76,3.67
Krishna,2022,Rabi,Rice,504.3,992.65,25.43,65.36,75.58,112.7,4.01
East Godavari,2020,Kharif,Sugarcane,857.05,1466.36,26.57,61.12,47.77,88.65,2.28
Srikakulam,2021,Rabi,Chili,9339.55,967.02,33.68,74.97,86.16,194.95,4.52
West Godavari,2023,Rabi,Cotton,8224.17,1354.21,33.93,60.8,69.02,137.24,2.62
East Godavari,2023,Kharif,Maize,2814.76,1739.96,27.28,69.05,75.47,94.74,3.03
Guntur,2023,Kharif,Groundnut,4245.01,836.8,35.28,54.03,72.38,149.73,2.53
West Godavari,2024,Rabi,Rice,3610.84,1321.65,30.34,78.04,76.69,86.92,3.47
Vizianagaram,2024,Rabi,Groundnut,4077.92,1226.95,26.42,88.23,32.62,132.81,1.4
Anantapur,2024,Kharif,Groundnut,1532.11,410.47,29.1,72.18,62.9,109.36,0.7
Krishna,2024,Rabi,Tobacco,4314.44,1270.54,27.69,77.42,93.57,99.15,3.63
Anantapur,2023,Kharif,Maize,8274.87,687.83,39.52,86.03,42.6,85.07,0.5
Vizianagaram,2023,Kharif,Maize,8706.09,938.02,24.28,57.54,71.2,141.55,1.95
Kadapa,2021,Rabi,Chili,1337.93,840.37,33.74,74.48,92.39,91.5,2.56
Kadapa,2022,Rabi,Sugarcane,7780.92,984.14,36.03,55.23,47.35,182.38,0.82
West Godavari,2020,Rabi,Rice,7082.66,1214.75,24.78,51.62,67.86,168.01,2.96
Vizianagaram,2020,Kharif,Maize,6206.37,1112.42,32.38,62.23,54.76,110.51,1.6
East Godavari,2021,Kharif,Groundnut,4291.25,1653.96,31.22,83.11,98.67,195.22,5.42
Krishna,2021,Kharif,Rice,2881.66,1412.96,25.75,66.39,72.26,111.3,2.77
Kurnool,2024,Kharif,Tobacco,2040.54,862.12,37.45,50.43,93.67,140.24,3.1
Chittoor,2022,Kharif,Groundnut,3416.56,985.57,28.72,78.34,50.72,148.62,1.12
East Godavari,2022,Rabi,Pulses,9508.37,1362.6,26.51,56.96,97.02,113.88,5.79
Kurnool,2021,Rabi,Rice,5928.48,1036.51,33.14,75.88,68.5,128.01,1.3
Guntur,2022,Rabi,Groundnut,5232.96,1175.7,29.02,77.66,53.99,124.83,1.61
Chittoor,2021,Rabi,Rice,5216.9,973.1,33.46,87.95,90.7,196.51,3.12
Prakasam,2022,Kharif,Maize,6200.93,591.0,33.74,85.08,72.39,87.63,1.71
Krishna,2020,Kharif,Maize,8508.53,1384.44,28.02,62.26,83.99,97.05,4.07
Krishna,2023,Rabi,Tobacco,2443.35,1112.09,28.91,53.83,63.77,172.01,2.78
East Godavari,2023,Kharif,Tobacco,9917.33,1275.3,32.97,51.84,82.62,187.33,4.09
Anantapur,2023,Kharif,Rice,2380.54,736.56,29.48,86.19,44.38,139.82,0.41
Nellore,2022,Kharif,Maize,1429.78,629.9,25.29,84.54,84.66,138.15,3.62
Prakasam,2020,Kharif,Tobacco,4493.4,900.3,33.37,67.68,55.5,185.25,0.96
East Godavari,2022,Kharif,Tobacco,7133.51,1617.43,31.43,71.53,84.33,108.13,5.32
East Godavari,2021,Kharif,Maize,1468.55,1421.79,25.93,74.01,45.79,122.38,3.08
Kadapa,2021,Rabi,Tobacco,2816.83,842.12,37.31,60.56,77.06,140.95,1.02
Anantapur,2022,Kharif,Maize,7824.26,349.71,31.5,88.07,91.3,107.06,1.77
West Godavari,2020,Kharif,Pulses,6360.13,1592.35,25.91,77.84,74.24,94.75,3.7
Guntur,2022,Rabi,Sugarcane,3656.58,1400.02,34.6,59.51,76.86,96.76,2.02
Nellore,2020,Rabi,Cotton,4486.06,827.17,34.06,89.82,69.18,175.96,2.3
Kadapa,2023,Kharif,Rice,9223.74,528.3,34.74,77.69,92.73,84.77,1.94
West Godavari,2023,Kharif,Chili,906.21,1237.3,25.86,74.56,99.37,193.38,5.51
Kadapa,2024,Rabi,Rice,9478.32,612.93,33.35,53.09,53.39,107.62,0.84
Anantapur,2023,Rabi,Sugarcane,8926.82,306.36,31.02,76.73,64.44,187.58,1.21
East Godavari,2022,Rabi,Pulses,5593.33,1644.65,33.62,84.84,96.59,162.81,4.52
Kadapa,2021,Rabi,Chili,1330.59,574.64,35.52,80.39,32.7,115.3,0.64
Guntur,2021,Kharif,Chili,2461.21,1058.27,35.25,54.02,68.27,175.07,2.6
East Godavari,2020,Kharif,Pulses,6628.98,1287.76,32.85,54.99,47.71,136.55,2.15
East Godavari,2022,Rabi,Maize,9643.85,1847.26,25.4,70.06,40.27,141.87,2.81
Nellore,2021,Kharif,Groundnut,3850.1,885.14,30.15,88.51,54.09,156.51,1.87
Nellore,2023,Rabi,Sugarcane,5356.38,829.33,33.14,51.75,44.83,143.17,1.83
Guntur,2022,Kharif,Chili,9669.02,1392.98,34.91,63.82,70.03,127.78,2.18
Kadapa,2022,Kharif,Cotton,7083.82,426.01,36.44,59.75,35.55,119.22,0.79
Guntur,2022,Kharif,Maize,9538.87,1033.83,33.44,78.84,63.91,81.77,1.52
Krishna,2023,Rabi,Chili,1675.7,1524.58,25.45,61.75,68.55,160.85,4.65
Visakhapatnam,2021,Kharif,Tobacco,8648.94,1423.99,24.8,68.51,72.51,132.4,3.19
Visakhapatnam,2021,Rabi,Cotton,3529.11,724.29,32.44,66.56,44.24,95.67,1.6
West Godavari,2020,Kharif,Sugarcane,7931.87,1557.86,28.42,86.54,97.14,160.17,5.36
Nellore,2024,Rabi,Tobacco,8350.15,1022.48,28.49,52.53,87.5,183.81,3.38
Kadapa,2022,Kharif,Cotton,592.25,999.77,35.31,77.68,95.45,182.81,1.63
Vizianagaram,2021,Rabi,Tobacco,8956.56,921.94,26.5,67.02,66.41,86.73,2.97
Prakasam,2023,Rabi,Tobacco,1424.39,442.67,35.04,62.14,34.9,118.69,1.0
Nellore,2021,Rabi,Groundnut,5683.68,759.52,25.88,71.27,79.55,185.06,3.48
Kurnool,2022,Kharif,Pulses,1308.15,1037.18,34.59,89.5,88.66,145.4,2.22
East Godavari,2022,Rabi,Chili,5997.6,1499.29,31.43,51.61,64.53,178.24,3.13
Guntur,2023,Kharif,Rice,5718.24,812.89,32.05,85.54,92.32,159.49,2.24
Krishna,2022,Kharif,Chili,4370.9,1207.63,32.28,79.64,76.44,188.72,4.94
West Godavari,2024,Kharif,Rice,4519.53,1115.89,28.43,82.35,41.3,143.87,2.32
Prakasam,2021,Kharif,Rice,3415.88,989.46,36.11,80.84,46.87,126.64,1.55
Srikakulam,2020,Kharif,Pulses,7768.5,1324.34,25.01,70.96,33.11,124.69,1.64
Guntur,2024,Rabi,Pulses,2488.67,856.05,26.26,75.05,87.9,87.85,3.7
Visakhapatnam,2023,Kharif,Cotton,4922.53,1008.9,25.79,54.81,56.3,140.8,2.07
East Godavari,2024,Rabi,Cotton,6940.68,1840.73,31.12,88.05,81.64,97.79,5.22
Kurnool,2020,Kharif,Rice,5183.41,1170.51,27.33,82.66,57.98,188.44,1.48
Krishna,2020,Kharif,Groundnut,9690.28,958.28,27.63,80.13,82.4,198.94,4.3
East Godavari,2022,Kharif,Tobacco,5666.81,1928.95,28.14,68.5,63.55,110.59,2.51
Guntur,2023,Kharif,Sugarcane,8179.06,1078.84,31.54,85.94,68.3,123.74,2.86
Srikakulam,2024,Rabi,Sugarcane,802.2,833.02,28.25,59.22,95.0,185.68,4.32
Guntur,2024,Rabi,Rice,2974.5,1068.79,31.89,72.09,56.84,196.22,1.84
Guntur,2020,Rabi,Groundnut,9244.36,1347.56,31.0,53.95,39.13,198.3,1.31
Visakhapatnam,2020,Kharif,Maize,6365.18,865.7,31.77,86.5,58.62,88.96,1.88
East Godavari,2024,Rabi,Sugarcane,2176.76,1119.93,27.17,68.54,58.02,184.56,3.38
Chittoor,2021,Rabi,Tobacco,7788.78,930.15,36.38,58.54,47.48,170.96,0.75
Guntur,2022,Rabi,Groundnut,6910.12,1180.63,27.5,89.42,49.24,124.41,1.72
Visakhapatnam,2023,Kharif,Rice,4625.34,943.96,33.2,64.01,37.49,131.39,1.61
East Godavari,2024,Rabi,Chili,9669.97,1710.27,30.56,74.18,55.73,98.44,3.83
Prakasam,2022,Rabi,Maize,7369.73,781.11,27.87,66.98,62.83,174.65,0.73
Srikakulam,2022,Rabi,Groundnut,7510.45,1160.62,26.68,54.24,77.03,161.46,3.75
Prakasam,2020,Rabi,Pulses,523.15,686.45,30.79,69.52,92.5,188.74,1.85
Kadapa,2023,Kharif,Cotton,6803.81,879.25,27.02,61.03,58.12,85.45,0.84
Chittoor,2021,Kharif,Groundnut,9349.77,819.17,36.7,53.89,61.51,128.51,1.64
Kadapa,2021,Kharif,Tobacco,6928.35,993.62,36.99,75.25,82.84,139.63,1.98
Prakasam,2021,Kharif,Tobacco,5813.48,1011.32,30.83,65.99,30.32,192.1,1.02
Vizianagaram,2021,Rabi,Tobacco,1375.84,1070.21,30.41,67.44,64.87,179.22,2.2
Krishna,2023,Kharif,Pulses,9707.19,1059.43,29.85,62.59,52.83,84.76,1.81
Krishna,2021,Rabi,Chili,9905.58,1547.63,28.19,59.84,64.46,172.93,2.91
Srikakulam,2024,Rabi,Chili,9659.78,1372.04,28.72,78.86,74.45,99.26,3.53
Nellore,2023,Rabi,Cotton,685.1,662.53,35.55,61.88,91.13,145.39,2.17
Guntur,2023,Rabi,Chili,7506.42,1453.32,29.18,77.54,49.73,85.29,1.69
Visakhapatnam,2024,Rabi,Chili,9436.7,1184.92,26.16,57.54,91.03,116.93,2.57
Krishna,2021,Rabi,Tobacco,7175.64,1205.21,28.33,67.84,73.37,99.38,4.31
Nellore,2022,Rabi,Tobacco,808.5,766.75,27.52,72.88,35.98,117.04,0.83
Kurnool,2023,Rabi,Sugarcane,7694.52,723.04,32.57,69.77,68.49,151.31,0.79
Vizianagaram,2023,Rabi,Groundnut,9173.76,838.8,24.28,56.24,88.37,134.41,2.49
Vizianagaram,2024,Rabi,Maize,5847.78,1249.13,33.11,89.62,60.84,147.74,2.45
Srikakulam,2020,Rabi,Chili,6999.93,1354.54,28.54,60.65,53.32,170.71,2.64
Visakhapatnam,2020,Rabi,Pulses,8717.25,1093.99,25.76,61.9,83.14,112.15,2.23
Guntur,2020,Rabi,Cotton,9496.05,997.33,29.36,56.99,50.5,133.16,2.09
West Godavari,2020,Rabi,Chili,7125.73,1108.84,33.97,79.17,54.61,192.38,2.17
Vizianagaram,2020,Kharif,Chili,4876.81,954.22,25.07,78.34,86.16,146.98,2.46
East Godavari,2021,Kharif,Sugarcane,2500.61,1073.29,24.39,51.05,80.44,133.24,4.48
Kurnool,2023,Rabi,Maize,7016.71,756.65,27.11,73.58,31.67,131.56,0.95
East Godavari,2024,Rabi,Chili,4409.8,1994.09,24.96,72.85,69.81,96.78,3.35
East Godavari,2023,Kharif,Chili,2556.3,1068.67,29.24,86.76,42.38,180.24,1.48
Krishna,2023,Rabi,Pulses,7111.01,1532.54,33.02,63.71,75.69,184.99,3.19
Anantapur,2020,Kharif,Rice,9815.15,501.0,31.94,77.19,73.93,144.33,1.39
Guntur,2024,Rabi,Sugarcane,8509.4,1347.52,27.2,81.8,68.63,164.31,2.4
Anantapur,2023,Rabi,Rice,5806.04,790.63,32.41,62.78,76.72,94.51,1.66
Nellore,2023,Kharif,Chili,7226.55,766.92,32.23,61.2,79.91,136.32,3.1
Srikakulam,2020,Rabi,Rice,535.5,1524.72,29.03,55.11,86.57,168.43,3.22
Srikakulam,2024,Kharif,Cotton,6739.78,905.94,27.83,53.75,64.35,154.34,2.76
Srikakulam,2023,Rabi,Pulses,9340.18,1264.85,28.35,56.71,43.11,108.96,2.35
Nellore,2023,Rabi,Rice,1441.1,1183.58,26.99,58.69,69.31,196.84,3.11
Kurnool,2021,Kharif,Maize,5552.48,1146.11,37.29,59.48,47.69,113.23,1.34
Chittoor,2021,Kharif,Tobacco,3156.38,483.6,28.03,78.13,89.14,107.4,1.61
Guntur,2024,Kharif,Maize,2849.1,1025.22,34.39,62.12,45.13,102.85,1.4
West Godavari,2021,Kharif,Pulses,9328.6,1259.66,31.98,71.6,94.3,103.34,5.25
Srikakulam,2024,Rabi,Sugarcane,2916.07,1537.32,25.93,57.94,30.89,140.72,1.63
Vizianagaram,2024,Rabi,Pulses,2826.73,1413.81,24.87,56.65,36.55,134.62,1.65
Kurnool,2023,Rabi,Sugarcane,9343.28,654.01,28.27,62.09,60.55,85.62,0.69
Krishna,2020,Rabi,Rice,2331.85,1556.49,31.67,52.48,59.12,197.68,3.12
East Godavari,2023,Rabi,Cotton,1671.41,1296.88,25.51,73.48,88.85,196.95,5.72
Chittoor,2020,Rabi,Rice,8850.25,877.35,32.0,66.52,58.56,161.9,2.05
East Godavari,2020,Rabi,Cotton,7403.67,1456.43,27.72,81.96,72.16,112.12,4.08
Krishna,2024,Rabi,Rice,1023.33,1255.22,26.95,80.77,90.2,148.26,4.91
Visakhapatnam,2021,Kharif,Chili,6971.78,1468.84,31.23,71.06,30.43,97.79,1.03
West Godavari,2024,Kharif,Rice,2909.81,1666.31,29.11,62.47,38.58,106.96,1.66
Kurnool,2021,Rabi,Chili,2408.61,911.62,33.09,58.36,78.05,128.39,2.16
Nellore,2022,Kharif,Groundnut,3615.16,710.34,32.62,54.38,31.3,144.65,0.96
East Godavari,2021,Rabi,Cotton,3116.97,1858.66,30.9,59.09,36.93,81.15,2.11
Visakhapatnam,2020,Kharif,Chili,773.9,989.27,29.5,60.36,67.92,96.65,2.48
Visakhapatnam,2023,Rabi,Maize,8370.74,1323.64,34.34,69.62,33.4,191.56,1.4
Guntur,2024,Rabi,Rice,5471.83,1046.82,29.18,77.0,93.9,158.86,3.27
